FileID,Filename,N K,Nerr K,Nth K,Nbec K,OD K,ODerr K,sx K,sxerr K,sy K,syerr K,rx K,rxerr K,ry K,ryerr K,mx K,mxerr K,my K,myerr K,T K,Terr K,sigma K,params K,dynamic {*},dynamic 2,dynamic 3,dynamic 4,user {*},Nsum,user2 {*},Omit,Remark,masked
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1,,4929.7626223546458,96.434853338371951,,,0.22906376137659493,0.00241378,977.69879081956731,11.386019107997418,983.77823690489276,11.472670284211636,,,,,621.37676213565283,0.483705,606.13586972513951,0.486302,0.0,,0.070996282331973914,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"-0.2
",4898.43621957,,,,False
2,,6659.521640115714,97.174993115999158,,,0.30577421676431837,0.00240201,968.20297329070615,8.4164065437018873,1005.3295062923085,8.7440266482532021,,,,,620.80931612083145,0.357007,608.97809620383987,0.370453,0.0,,0.071060047801433657,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"-0.1
",6613.58283192,,,,False
3,,9362.8479436770212,98.953899706390743,,,0.4311181365168481,0.00245323,962.64741471295849,6.0603147554397587,1008.270584705743,6.3517652888596059,,,,,620.36907277780278,0.257141,607.4071959568887,0.269148,0.0,,0.072478661791200855,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0
",9300.35927678,,,,False
4,,8660.868185270394,97.535200855815987,,,0.40501811434974144,0.00245924,956.45369639188323,6.4125574958324432,999.20753577766573,6.7032468183338638,,,,,621.97085031689471,0.272622,609.15031065995652,0.28468,0.0,,0.072113107465134343,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0.1
",8608.26482087,,,,False
5,,13125.102431814314,103.73941773807199,,,0.61543019031842461,0.00262314,956.88748806806905,4.5018838360905651,996.0833887518728,4.6900789629667994,,,,,621.55977567284435,0.191469,608.04069104765449,0.199208,0.0,,0.076817880047893472,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0.2
",13046.4608033,,,,False
6,,19057.70182163467,112.07888877983544,,,0.87185087463488364,0.002759,964.40363589016954,3.3793628865480425,1012.9829840172379,3.5517378303408624,,,,,620.02623613891069,0.143258,607.09162288145581,0.150367,0.0,,0.081770176033717543,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0.3
",18926.3536201,,,,False
7,,28776.884552675332,119.18583038245268,,,1.3189360421450282,0.00293937,967.06843890648645,2.3863816393911841,1008.3133039644667,2.4899304293096067,,,,,621.10259652711534,0.10117,607.38916664322198,0.105416,0.0,,0.087044196791363215,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0.4
",28586.4761583,,,,False
8,,39506.541088834987,126.68515032645901,,,1.8268164158661415,0.00315433,961.14905502786598,1.8356671075522899,1005.5786126889792,1.9221601739153267,,,,,621.19946009500063,0.0779103,606.46564735604977,0.0814623,0.0,,0.09301107472661331,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0.5
",39260.9643994,,,,False
9,,39336.860359466962,122.67060585810552,,,1.8309563217076241,0.00307739,952.97640203462811,1.7696133472770452,1007.5630502324539,1.8719226320832967,,,,,621.19755789175451,0.0751871,608.52280908934961,0.0794571,0.0,,0.09044538638257997,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0.6
",39091.2577321,,,,False
10,,34023.642309136638,128.03721535853754,,,1.5571897134631723,0.00315179,963.8996438132674,2.161703417636454,1013.0715683968654,2.2732885332405566,,,,,622.58972788028996,0.0915809,607.56411214494528,0.0962078,0.0,,0.093416031006189726,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0.7
",33812.1438801,,,,False
11,,32727.708999399347,128.8804350251462,,,1.4972589812651385,0.00317107,962.84624384996187,2.2598411080241205,1014.5989457101948,2.3823299356922507,,,,,623.15596249871282,0.0957217,608.28008546402452,0.100828,0.0,,0.09400926217791758,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0.8
",32525.8318769,,,,False
12,,21487.675145647485,124.6865047981657,,,0.98268109612655374,0.00306739,954.86329217319769,3.3021313782781361,1023.453932606316,3.5406974174827339,,,,,621.14720127801127,0.139906,606.91051628681384,0.149885,0.0,,0.090943431622580131,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0.9
",21349.649246,,,,False
13,,11683.332471053069,132.68061133224677,,,0.53483087229053083,0.00326695,964.09975228428584,6.5244713594019412,1012.6537262090084,6.8574998675286771,,,,,622.10268663945612,0.276447,607.12939350747945,0.290218,0.0,,0.096816726057973659,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"1
",11609.8939907,,,,False
14,,9034.7092797516088,118.90550746785054,,,0.42083502982317728,0.00298621,943.5866608692204,7.3955243790149687,1016.8412968288719,7.9697279767692093,,,,,621.62965083028917,0.314252,610.83136103745176,0.338574,0.0,,0.087729897059339632,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"1.1
",8976.92211575,,,,False
15,,7126.9798522393939,121.94303880814745,,,0.33420441032509401,0.00308322,955.84506189485239,9.7359276102483268,997.0995553950371,10.163331682384014,,,,,622.56488586971875,0.413975,608.47048211774143,0.431659,0.0,,0.090296008338631051,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,1.2,7085.83552875,,,,False
