Time,Channel A
(s),(V)

2.36011792,0.78426470
2.37345192,0.78426470
2.38678592,0.78426470
2.40011992,0.78426470
2.41345392,0.78426470
2.42678792,0.78426470
2.44012192,0.78426470
2.45345592,0.78426470
2.46678992,0.78426470
2.48012392,0.78426470
2.49345792,0.78426470
2.50679192,0.78426470
2.52012592,0.78426470
2.53345991,0.78426470
2.54679391,0.78426470
2.56012791,0.78426470
2.57346191,0.78426470
2.58679591,0.78426470
2.60012991,0.78426470
2.61346391,0.78426470
2.62679791,0.78426470
2.64013191,0.78426470
2.65346591,0.78426470
2.66679991,0.78426470
2.68013391,0.78426470
2.69346791,0.78426470
2.70680191,0.78426470
2.72013591,0.78426470
2.73346991,0.78426470
2.74680391,0.78426470
2.76013791,0.78426470
2.77347191,0.78426470
2.78680591,0.79314550
2.80013991,0.78426470
2.81347391,0.79314550
2.82680790,0.78426470
2.84014190,0.78426470
2.85347590,0.78426470
2.86680990,0.78426470
2.88014390,0.78426470
2.89347790,0.78426470
2.90681190,0.78426470
2.92014590,0.78426470
2.93347990,0.79314550
2.94681390,0.78426470
2.96014790,0.79314550
2.97348190,0.78426470
2.98681590,0.78426470
3.00014990,0.78426470
3.01348390,0.78426470
3.02681790,0.78426470
3.04015190,0.79314550
3.05348590,0.78426470
3.06681990,0.79314550
3.08015390,0.78426470
3.09348790,0.79314550
3.10682190,0.78426470
3.12015590,0.78426470
3.13348989,0.78426470
3.14682389,0.78426470
3.16015789,0.78426470
3.17349189,0.78426470
3.18682589,0.78426470
3.20015989,0.78426470
3.21349389,0.78426470
3.22682789,0.78426470
3.24016189,0.79314550
3.25349589,0.78426470
3.26682989,0.78426470
3.28016389,0.78426470
3.29349789,0.78426470
3.30683189,0.78426470
3.32016589,0.79314550
3.33349989,0.79314550
3.34683389,0.79314550
3.36016789,0.79314550
3.37350189,0.78426470
3.38683589,0.79314550
3.40016989,0.78426470
3.41350389,0.79314550
3.42683788,0.78426470
3.44017188,0.78426470
3.45350588,0.78426470
3.46683988,0.79314550
3.48017388,0.79314550
3.49350788,0.78426470
3.50684188,0.79314550
3.52017588,0.79314550
3.53350988,0.79314550
3.54684388,0.79314550
3.56017788,0.79314550
3.57351188,0.79314550
3.58684588,0.79314550
3.60017988,0.79314550
3.61351388,0.79314550
3.62684788,0.79314550
3.64018188,0.79314550
3.65351588,0.79314550
3.66684988,0.79314550
3.68018388,0.79314550
3.69351788,0.78426470
3.70685188,0.78426470
3.72018587,0.79314550
3.73351987,0.79314550
3.74685387,0.79314550
3.76018787,0.79314550
3.77352187,0.79314550
3.78685587,0.79314550
3.80018987,0.79314550
3.81352387,0.79314550
3.82685787,0.78426470
3.84019187,0.79314550
3.85352587,0.79314550
3.86685987,0.79314550
3.88019387,0.78426470
3.89352787,0.79314550
3.90686187,0.79314550
3.92019587,0.79314550
3.93352987,0.78426470
3.94686387,0.78426470
3.96019787,0.79314550
3.97353187,0.78426470
3.98686587,0.78426470
4.00019987,0.79314550
4.01353387,0.78426470
4.02686786,0.79314550
4.04020186,0.79314550
4.05353586,0.78426470
4.06686986,0.78426470
4.08020386,0.79314550
4.09353786,0.79314550
4.10687186,0.79314550
4.12020586,0.78426470
4.13353986,0.79314550
4.14687386,0.78426470
4.16020786,0.79314550
4.17354186,0.78426470
4.18687586,0.78426470
4.20020986,0.78426470
4.21354386,0.78426470
4.22687786,0.78426470
4.24021186,0.79314550
4.25354586,0.79314550
4.26687986,0.78426470
4.28021386,0.78426470
4.29354786,0.79314550
4.30688186,0.78426470
4.32021585,0.78426470
4.33354985,0.79314550
4.34688385,0.78426470
4.36021785,0.78426470
4.37355185,0.78426470
4.38688585,0.79314550
4.40021985,0.78426470
4.41355385,0.78426470
4.42688785,0.78426470
4.44022185,0.78426470
4.45355585,0.78426470
4.46688985,0.78426470
4.48022385,0.78426470
4.49355785,0.78426470
4.50689185,0.78426470
4.52022585,0.78426470
4.53355985,0.78426470
4.54689385,0.79314550
4.56022785,0.78426470
4.57356185,0.78426470
4.58689585,0.79314550
4.60022985,0.78426470
4.61356384,0.78426470
4.62689784,0.79314550
4.64023184,0.78426470
4.65356584,0.78426470
4.66689984,0.78426470
4.68023384,0.79314550
4.69356784,0.78426470
4.70690184,0.78426470
4.72023584,0.78426470
4.73356984,0.78426470
4.74690384,0.78426470
4.76023784,0.78426470
4.77357184,0.78426470
4.78690584,0.78426470
4.80023984,0.78426470
4.81357384,0.78426470
4.82690784,0.78426470
4.84024184,0.78426470
4.85357584,0.79314550
4.86690984,0.78426470
4.88024384,0.78426470
4.89357784,0.78426470
4.90691184,0.78426470
4.92024583,0.78426470
4.93357983,0.78426470
4.94691383,0.79314550
4.96024783,0.78426470
4.97358183,0.78426470
4.98691583,0.78426470
5.00024983,0.78426470
5.01358383,0.78426470
5.02691783,0.78426470
5.04025183,0.78426470
5.05358583,0.78426470
5.06691983,0.78426470
5.08025383,0.78426470
5.09358783,0.78426470
5.10692183,0.78426470
5.12025583,0.78426470
5.13358983,0.78426470
5.14692383,0.78426470
5.16025783,0.78426470
5.17359183,0.78426470
5.18692583,0.78426470
5.20025983,0.78426470
5.21359382,0.78426470
5.22692782,0.78426470
5.24026182,0.78426470
5.25359582,0.78426470
5.26692982,0.78426470
5.28026382,0.78426470
5.29359782,0.78426470
5.30693182,0.78426470
5.32026582,0.78426470
5.33359982,0.78426470
5.34693382,0.78426470
5.36026782,0.78426470
5.37360182,0.78426470
5.38693582,0.78426470
5.40026982,0.78426470
5.41360382,0.78426470
5.42693782,0.78426470
5.44027182,0.78426470
5.45360582,0.78426470
5.46693982,0.77535330
5.48027382,0.77535330
5.49360782,0.78426470
5.50694181,0.78426470
5.52027581,0.78426470
5.53360981,0.77535330
5.54694381,0.77535330
5.56027781,0.78426470
5.57361181,0.78426470
5.58694581,0.77535330
5.60027981,0.78426470
5.61361381,0.78426470
5.62694781,0.78426470
5.64028181,0.78426470
5.65361581,0.78426470
5.66694981,0.78426470
5.68028381,0.78426470
5.69361781,0.78426470
5.70695181,0.78426470
5.72028581,0.78426470
5.73361981,0.78426470
5.74695381,0.78426470
5.76028781,0.78426470
5.77362181,0.78426470
5.78695581,0.78426470
5.80028981,0.78426470
5.81362380,0.78426470
5.82695780,0.78426470
5.84029180,0.78426470
5.85362580,0.78426470
5.86695980,0.78426470
5.88029380,0.78426470
5.89362780,0.78426470
5.90696180,0.78426470
5.92029580,0.78426470
5.93362980,0.78426470
5.94696380,0.78426470
5.96029780,0.78426470
5.97363180,0.78426470
5.98696580,0.78426470
6.00029980,0.78426470
6.01363380,0.78426470
6.02696780,0.78426470
6.04030180,0.78426470
6.05363580,0.78426470
6.06696980,0.79314550
6.08030380,0.78426470
6.09363780,0.78426470
6.10697179,0.78426470
6.12030579,0.78426470
6.13363979,0.78426470
6.14697379,0.78426470
6.16030779,0.78426470
6.17364179,0.78426470
6.18697579,0.78426470
6.20030979,0.78426470
6.21364379,0.78426470
6.22697779,0.78426470
6.24031179,0.78426470
6.25364579,0.78426470
6.26697979,0.78426470
6.28031379,0.78426470
6.29364779,0.78426470
6.30698179,0.78426470
6.32031579,0.78426470
6.33364979,0.78426470
6.34698379,0.78426470
6.36031779,0.78426470
6.37365179,0.78426470
6.38698579,0.78426470
6.40031978,0.78426470
6.41365378,0.77535330
6.42698778,0.78426470
6.44032178,0.78426470
6.45365578,0.77535330
6.46698978,0.78426470
6.48032378,0.78426470
6.49365778,0.78426470
6.50699178,0.78426470
6.52032578,0.78426470
6.53365978,0.78426470
6.54699378,0.78426470
6.56032778,0.78426470
6.57366178,0.77535330
6.58699578,0.78426470
6.60032978,0.78426470
6.61366378,0.78426470
6.62699778,0.78426470
6.64033178,0.78426470
6.65366578,0.78426470
6.66699978,0.78426470
6.68033378,0.78426470
6.69366778,0.77535330
6.70700177,0.78426470
6.72033577,0.78426470
6.73366977,0.78426470
6.74700377,0.78426470
6.76033777,0.78426470
6.77367177,0.78426470
6.78700577,0.78426470
6.80033977,0.78426470
6.81367377,0.78426470
6.82700777,0.78426470
6.84034177,0.78426470
6.85367577,0.78426470
6.86700977,0.78426470
6.88034377,0.78426470
6.89367777,0.79314550
6.90701177,0.78426470
6.92034577,0.77535330
6.93367977,0.78426470
6.94701377,0.78426470
6.96034777,0.78426470
6.97368177,0.78426470
6.98701577,0.78426470
7.00034976,0.78426470
7.01368376,0.78426470
7.02701776,0.78426470
7.04035176,0.78426470
7.05368576,0.79314550
7.06701976,0.78426470
7.08035376,0.78426470
7.09368776,0.78426470
7.10702176,0.78426470
7.12035576,0.78426470
7.13368976,0.78426470
7.14702376,0.78426470
7.16035776,0.78426470
7.17369176,0.78426470
7.18702576,0.78426470
7.20035976,0.78426470
7.21369376,0.78426470
7.22702776,0.78426470
7.24036176,0.78426470
7.25369576,0.78426470
7.26702976,0.78426470
7.28036376,0.78426470
7.29369775,0.78426470
7.30703175,0.78426470
7.32036575,0.78426470
7.33369975,0.78426470
7.34703375,0.78426470
7.36036775,0.78426470
7.37370175,0.78426470
7.38703575,0.78426470
7.40036975,0.78426470
7.41370375,0.78426470
7.42703775,0.79314550
7.44037175,0.78426470
7.45370575,0.79314550
7.46703975,0.78426470
7.48037375,0.78426470
7.49370775,0.78426470
7.50704175,0.78426470
7.52037575,0.79314550
7.53370975,0.78426470
7.54704375,0.78426470
7.56037775,0.78426470
7.57371175,0.78426470
7.58704574,0.78426470
7.60037974,0.78426470
7.61371374,0.78426470
7.62704774,0.78426470
7.64038174,0.78426470
7.65371574,0.78426470
7.66704974,0.78426470
7.68038374,0.78426470
7.69371774,0.78426470
7.70705174,0.78426470
7.72038574,0.79314550
7.73371974,0.78426470
7.74705374,0.78426470
7.76038774,0.78426470
7.77372174,0.78426470
7.78705574,0.78426470
7.80038974,0.78426470
7.81372374,0.79314550
7.82705774,0.78426470
7.84039174,0.79314550
7.85372574,0.79314550
7.86705974,0.78426470
7.88039374,0.79314550
7.89372773,0.78426470
7.90706173,0.79314550
7.92039573,0.79314550
7.93372973,0.79314550
7.94706373,0.79314550
7.96039773,0.79314550
7.97373173,0.78426470
7.98706573,0.79314550
8.00039973,0.79314550
8.01373373,0.78426470
8.02706773,0.79314550
8.04040173,0.79314550
8.05373573,0.79314550
8.06706973,0.78426470
8.08040373,0.79314550
8.09373773,0.79314550
8.10707173,0.79314550
8.12040573,0.79314550
8.13373973,0.79314550
8.14707373,0.78426470
8.16040773,0.79314550
8.17374173,0.79314550
8.18707572,0.79314550
8.20040972,0.79314550
8.21374372,0.78426470
8.22707772,0.78426470
8.24041172,0.79314550
8.25374572,0.79314550
8.26707972,0.79314550
8.28041372,0.79314550
8.29374772,0.79314550
8.30708172,0.79314550
8.32041572,0.79314550
8.33374972,0.78426470
8.34708372,0.79314550
8.36041772,0.79314550
8.37375172,0.79314550
8.38708572,0.78426470
8.40041972,0.79314550
8.41375372,0.79314550
8.42708772,0.79314550
8.44042172,0.79314550
8.45375572,0.78426470
8.46708972,0.79314550
8.48042371,0.79314550
8.49375771,0.79314550
8.50709171,0.78426470
8.52042571,0.79314550
8.53375971,0.79314550
8.54709371,0.78426470
8.56042771,0.79314550
8.57376171,0.79314550
8.58709571,0.78426470
8.60042971,0.78426470
8.61376371,0.79314550
8.62709771,0.78426470
8.64043171,0.78426470
8.65376571,0.78426470
8.66709971,0.79314550
8.68043371,0.79314550
8.69376771,0.78426470
8.70710171,0.78426470
8.72043571,0.79314550
8.73376971,0.78426470
8.74710371,0.78426470
8.76043771,0.78426470
8.77377171,0.79314550
8.78710570,0.79314550
8.80043970,0.79314550
8.81377370,0.79314550
8.82710770,0.79314550
8.84044170,0.79314550
8.85377570,0.78426470
8.86710970,0.78426470
8.88044370,0.78426470
8.89377770,0.78426470
8.90711170,0.78426470
8.92044570,0.78426470
8.93377970,0.78426470
8.94711370,0.78426470
8.96044770,0.78426470
8.97378170,0.79314550
8.98711570,0.78426470
9.00044970,0.78426470
9.01378370,0.78426470
9.02711770,0.78426470
9.04045170,0.78426470
9.05378570,0.79314550
9.06711970,0.79314550
9.08045369,0.78426470
9.09378769,0.78426470
9.10712169,0.78426470
9.12045569,0.78426470
9.13378969,0.78426470
9.14712369,0.78426470
9.16045769,0.78426470
9.17379169,0.78426470
9.18712569,0.79314550
9.20045969,0.78426470
9.21379369,0.78426470
9.22712769,0.78426470
9.24046169,0.78426470
9.25379569,0.78426470
9.26712969,0.78426470
9.28046369,0.78426470
9.29379769,0.78426470
9.30713169,0.78426470
9.32046569,0.79314550
9.33379969,0.78426470
9.34713369,0.78426470
9.36046769,0.78426470
9.37380168,0.78426470
9.38713568,0.78426470
9.40046968,0.78426470
9.41380368,0.78426470
9.42713768,0.78426470
9.44047168,0.79314550
9.45380568,0.78426470
9.46713968,0.78426470
9.48047368,0.78426470
9.49380768,0.78426470
9.50714168,0.78426470
9.52047568,0.78426470
9.53380968,0.78426470
9.54714368,0.78426470
9.56047768,0.78426470
9.57381168,0.78426470
9.58714568,0.78426470
9.60047968,0.78426470
9.61381368,0.78426470
9.62714768,0.78426470
9.64048168,0.78426470
9.65381568,0.78426470
9.66714968,0.78426470
9.68048367,0.78426470
9.69381767,0.78426470
9.70715167,0.78426470
9.72048567,0.78426470
9.73381967,0.78426470
9.74715367,0.78426470
9.76048767,0.78426470
9.77382167,0.78426470
9.78715567,0.78426470
9.80048967,0.78426470
9.81382367,0.78426470
9.82715767,0.78426470
9.84049167,0.77535330
9.85382567,0.78426470
9.86715967,0.78426470
9.88049367,0.78426470
9.89382767,0.78426470
9.90716167,0.78426470
9.92049567,0.78426470
9.93382967,0.78426470
9.94716367,0.78426470
9.96049767,0.78426470
9.97383166,0.78426470
9.98716566,0.78426470
10.00049966,0.78426470
10.01383366,0.78426470
10.02716766,0.78426470
10.04050166,0.78426470
10.05383566,0.78426470
10.06716966,0.78426470
10.08050366,0.78426470
10.09383766,0.78426470
10.10717166,0.78426470
10.12050566,0.79314550
10.13383966,0.78426470
10.14717366,0.78426470
10.16050766,0.78426470
10.17384166,0.79314550
10.18717566,0.78426470
10.20050966,0.78426470
10.21384366,0.78426470
10.22717766,0.78426470
10.24051166,0.78426470
10.25384566,0.79314550
10.26717965,0.78426470
10.28051365,0.79314550
10.29384765,0.79314550
10.30718165,0.78426470
10.32051565,0.78426470
10.33384965,0.79314550
10.34718365,0.79314550
10.36051765,0.78426470
10.37385165,0.79314550
10.38718565,0.79314550
10.40051965,0.78426470
10.41385365,0.79314550
10.42718765,0.78426470
10.44052165,0.79314550
10.45385565,0.78426470
10.46718965,0.79314550
10.48052365,0.78426470
10.49385765,0.78426470
10.50719165,0.78426470
10.52052565,0.78426470
10.53385965,0.78426470
10.54719365,0.78426470
10.56052765,0.78426470
10.57386164,0.78426470
10.58719564,0.78426470
10.60052964,0.78426470
10.61386364,0.78426470
10.62719764,0.78426470
10.64053164,0.78426470
10.65386564,0.78426470
10.66719964,0.78426470
10.68053364,0.79314550
10.69386764,0.78426470
10.70720164,0.78426470
10.72053564,0.78426470
10.73386964,0.78426470
10.74720364,0.79314550
10.76053764,0.79314550
10.77387164,0.78426470
10.78720564,0.78426470
10.80053964,0.79314550
10.81387364,0.79314550
10.82720764,0.79314550
10.84054164,0.78426470
10.85387564,0.79314550
10.86720963,0.78426470
10.88054363,0.79314550
10.89387763,0.78426470
10.90721163,0.78426470
10.92054563,0.78426470
10.93387963,0.78426470
10.94721363,0.79314550
10.96054763,0.78426470
10.97388163,0.78426470
10.98721563,0.78426470
11.00054963,0.79314550
11.01388363,0.79314550
11.02721763,0.79314550
11.04055163,0.79314550
11.05388563,0.79314550
11.06721963,0.78426470
11.08055363,0.78426470
11.09388763,0.78426470
11.10722163,0.78426470
11.12055563,0.78426470
11.13388963,0.78426470
11.14722363,0.78426470
11.16055762,0.78426470
11.17389162,0.78426470
11.18722562,0.78426470
11.20055962,0.78426470
11.21389362,0.78426470
11.22722762,0.78426470
11.24056162,0.78426470
11.25389562,0.78426470
11.26722962,0.78426470
11.28056362,0.79314550
11.29389762,0.79314550
11.30723162,0.78426470
11.32056562,0.78426470
11.33389962,0.78426470
11.34723362,0.79314550
11.36056762,0.79314550
11.37390162,0.78426470
11.38723562,0.78426470
11.40056962,0.78426470
11.41390362,0.78426470
11.42723762,0.78426470
11.44057162,0.78426470
11.45390562,0.78426470
11.46723961,0.78426470
11.48057361,0.78426470
11.49390761,0.78426470
11.50724161,0.78426470
11.52057561,0.78426470
11.53390961,0.78426470
11.54724361,0.79314550
11.56057761,0.78426470
11.57391161,0.78426470
11.58724561,0.78426470
11.60057961,0.78426470
11.61391361,0.78426470
11.62724761,0.78426470
11.64058161,0.78426470
11.65391561,0.78426470
11.66724961,0.78426470
11.68058361,0.78426470
11.69391761,0.78426470
11.70725161,0.78426470
11.72058561,0.78426470
11.73391961,0.78426470
11.74725361,0.78426470
11.76058760,0.78426470
11.77392160,0.78426470
11.78725560,0.78426470
11.80058960,0.77535330
11.81392360,0.78426470
11.82725760,0.78426470
11.84059160,0.77535330
11.85392560,0.78426470
11.86725960,0.78426470
11.88059360,0.78426470
11.89392760,0.78426470
11.90726160,0.77535330
11.92059560,0.78426470
11.93392960,0.77535330
11.94726360,0.78426470
11.96059760,0.78426470
11.97393160,0.78426470
11.98726560,0.78426470
12.00059960,0.78426470
12.01393360,0.78426470
12.02726760,0.78426470
12.04060160,0.78426470
12.05393559,0.78426470
12.06726959,0.78426470
12.08060359,0.78426470
12.09393759,0.78426470
12.10727159,0.78426470
12.12060559,0.78426470
12.13393959,0.78426470
12.14727359,0.78426470
12.16060759,0.79314550
12.17394159,0.78426470
12.18727559,0.78426470
12.20060959,0.78426470
12.21394359,0.78426470
12.22727759,0.78426470
12.24061159,0.78426470
12.25394559,0.78426470
12.26727959,0.78426470
12.28061359,0.78426470
12.29394759,0.78426470
12.30728159,0.78426470
12.32061559,0.78426470
12.33394959,0.78426470
12.34728358,0.79314550
12.36061758,0.79314550
12.37395158,0.79314550
12.38728558,0.78426470
12.40061958,0.79314550
12.41395358,0.79314550
12.42728758,0.78426470
12.44062158,0.79314550
12.45395558,0.78426470
12.46728958,0.79314550
12.48062358,0.79314550
12.49395758,0.78426470
12.50729158,0.79314550
12.52062558,0.79314550
12.53395958,0.79314550
12.54729358,0.79314550
12.56062758,0.79314550
12.57396158,0.79314550
12.58729558,0.79314550
12.60062958,0.78426470
12.61396358,0.78426470
12.62729758,0.78426470
12.64063158,0.78426470
12.65396557,0.79314550
12.66729957,0.79314550
12.68063357,0.78426470
12.69396757,0.78426470
12.70730157,0.79314550
12.72063557,0.78426470
12.73396957,0.78426470
12.74730357,0.78426470
12.76063757,0.78426470
12.77397157,0.78426470
12.78730557,0.78426470
12.80063957,0.78426470
12.81397357,0.78426470
12.82730757,0.78426470
12.84064157,0.78426470
12.85397557,0.78426470
12.86730957,0.78426470
12.88064357,0.78426470
12.89397757,0.78426470
12.90731157,0.78426470
12.92064557,0.78426470
12.93397957,0.78426470
12.94731356,0.79314550
12.96064756,0.78426470
12.97398156,0.78426470
12.98731556,0.78426470
13.00064956,0.78426470
13.01398356,0.78426470
13.02731756,0.78426470
13.04065156,0.78426470
13.05398556,0.77535330
13.06731956,0.78426470
13.08065356,0.78426470
13.09398756,0.78426470
13.10732156,0.78426470
13.12065556,0.78426470
13.13398956,0.78426470
13.14732356,0.78426470
13.16065756,0.78426470
13.17399156,0.78426470
13.18732556,0.78426470
13.20065956,0.78426470
13.21399356,0.77535330
13.22732756,0.78426470
13.24066155,0.78426470
13.25399555,0.78426470
13.26732955,0.78426470
13.28066355,0.78426470
13.29399755,0.78426470
13.30733155,0.78426470
13.32066555,0.78426470
13.33399955,0.78426470
13.34733355,0.78426470
13.36066755,0.78426470
13.37400155,0.78426470
13.38733555,0.78426470
13.40066955,0.78426470
13.41400355,0.78426470
13.42733755,0.78426470
13.44067155,0.79314550
13.45400555,0.78426470
13.46733955,0.79314550
13.48067355,0.78426470
13.49400755,0.78426470
13.50734155,0.78426470
13.52067555,0.78426470
13.53400955,0.78426470
13.54734354,0.79314550
13.56067754,0.79314550
13.57401154,0.78426470
13.58734554,0.79314550
13.60067954,0.79314550
13.61401354,0.79314550
13.62734754,0.79314550
13.64068154,0.79314550
13.65401554,0.79314550
13.66734954,0.79314550
13.68068354,0.79314550
13.69401754,0.78426470
13.70735154,0.79314550
13.72068554,0.79314550
13.73401954,0.79314550
13.74735354,0.78426470
13.76068754,0.78426470
13.77402154,0.78426470
13.78735554,0.79314550
13.80068954,0.78426470
13.81402354,0.79314550
13.82735754,0.79314550
13.84069153,0.78426470
13.85402553,0.78426470
13.86735953,0.78426470
13.88069353,0.78426470
13.89402753,0.78426470
13.90736153,0.78426470
13.92069553,0.79314550
13.93402953,0.78426470
13.94736353,0.78426470
13.96069753,0.78426470
13.97403153,0.79314550
13.98736553,0.78426470
14.00069953,0.78426470
14.01403353,0.78426470
14.02736753,0.79314550
14.04070153,0.78426470
14.05403553,0.79314550
14.06736953,0.78426470
14.08070353,0.78426470
14.09403753,0.79314550
14.10737153,0.79314550
14.12070553,0.79314550
14.13403952,0.78426470
14.14737352,0.78426470
14.16070752,0.78426470
14.17404152,0.78426470
14.18737552,0.78426470
14.20070952,0.78426470
14.21404352,0.79314550
14.22737752,0.79314550
14.24071152,0.79314550
14.25404552,0.78426470
14.26737952,0.78426470
14.28071352,0.78426470
14.29404752,0.79314550
14.30738152,0.78426470
14.32071552,0.78426470
14.33404952,0.78426470
14.34738352,0.78426470
14.36071752,0.78426470
14.37405152,0.78426470
14.38738552,0.78426470
14.40071952,0.78426470
14.41405352,0.78426470
14.42738752,0.78426470
14.44072151,0.78426470
14.45405551,0.78426470
14.46738951,0.78426470
14.48072351,0.78426470
14.49405751,0.78426470
14.50739151,0.78426470
14.52072551,0.78426470
14.53405951,0.78426470
14.54739351,0.78426470
14.56072751,0.78426470
14.57406151,0.78426470
14.58739551,0.78426470
14.60072951,0.78426470
14.61406351,0.78426470
14.62739751,0.78426470
14.64073151,0.77535330
14.65406551,0.78426470
14.66739951,0.78426470
14.68073351,0.78426470
14.69406751,0.78426470
14.70740151,0.78426470
14.72073551,0.78426470
14.73406950,0.78426470
14.74740350,0.78426470
14.76073750,0.78426470
14.77407150,0.78426470
14.78740550,0.77535330
14.80073950,0.78426470
14.81407350,0.78426470
14.82740750,0.78426470
14.84074150,0.78426470
14.85407550,0.78426470
14.86740950,0.78426470
14.88074350,0.78426470
14.89407750,0.78426470
14.90741150,0.78426470
14.92074550,0.78426470
14.93407950,0.78426470
14.94741350,0.78426470
14.96074750,0.78426470
14.97408150,0.78426470
14.98741550,0.78426470
15.00074950,0.78426470
15.01408350,0.78426470
15.02741749,0.78426470
15.04075149,0.78426470
15.05408549,0.78426470
15.06741949,0.78426470
15.08075349,0.78426470
15.09408749,0.78426470
15.10742149,0.77535330
15.12075549,0.77535330
15.13408949,0.78426470
15.14742349,0.78426470
15.16075749,0.78426470
15.17409149,0.78426470
15.18742549,0.78426470
15.20075949,0.78426470
15.21409349,0.77535330
15.22742749,0.78426470
15.24076149,0.78426470
15.25409549,0.78426470
15.26742949,0.78426470
15.28076349,0.77535330
15.29409749,0.77535330
15.30743149,0.77535330
15.32076549,0.78426470
15.33409948,0.78426470
15.34743348,0.78426470
15.36076748,0.78426470
15.37410148,0.78426470
15.38743548,0.77535330
15.40076948,0.77535330
15.41410348,0.78426470
15.42743748,0.77535330
15.44077148,0.78426470
15.45410548,0.78426470
15.46743948,0.78426470
15.48077348,0.78426470
15.49410748,0.78426470
15.50744148,0.78426470
