FileID,Filename,N K,Nerr K,Nth K,Nbec K,OD K,ODerr K,sx K,sxerr K,sy K,syerr K,rx K,rxerr K,ry K,ryerr K,mx K,mxerr K,my K,myerr K,T K,Terr K,sigma K,params K,dynamic {*},dynamic 2,dynamic 3,dynamic 4,user {*},Nsum,user2 {*},Omit,Remark,masked
0,,43774.465790494571,131.55901997912633,,,2.0202071598956217,0.00326853,962.51235891709348,1.7233134860917927,1006.1235240066364,1.8023417693004011,,,,,623.10878023859766,0.0731004,608.91705349047481,0.0763818,0.0,,0.096479136530706319,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0.8
",43508.1340308,,,,False
1,,4703.9649023285092,97.323178395062513,,,0.21933015814205006,0.00244622,950.92796956009511,11.715197157561779,1007.9773391065596,12.422737631499768,,,,,621.698075235548,0.497839,609.33123783408189,0.527507,0.0,,0.071834894247561995,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"-0.2
",4674.93561739,,,,False
2,,6850.4053742004389,103.39769844916394,,,0.31423932490389317,0.00255283,970.92882776412603,8.7309078124165538,1003.4621871703491,9.0289199839532372,,,,,621.5262594335386,0.370246,609.17439362537095,0.382413,0.0,,0.07556156426457529,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"-0.1
",6803.99156356,,,,False
3,,7111.3922778760352,102.18376644656995,,,0.32798624311316144,0.00253809,968.10163247272931,8.2853958012163638,1000.9461748021289,8.5719650696218022,,,,,621.137900696354,0.35166,609.07828137633999,0.363358,0.0,,0.074923147507700169,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0
",7063.57996272,,,,False
4,,10199.361489304492,105.66635029525362,,,0.47170369165606579,0.00263302,957.55580783918242,5.9086606071889403,1009.1884785557987,6.2290530140697955,,,,,621.34040538716658,0.250873,610.45880122351343,0.264288,0.0,,0.077621159943293966,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0.1
",10131.2337421,,,,False
5,,15259.605828113385,107.13333505903454,,,0.69857808236361441,0.00263885,966.56387297265758,4.0430068641901018,1010.0211552845263,4.2282212159782651,,,,,619.87612310704014,0.171399,605.847637871041,0.178963,0.0,,0.078183829901862206,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0.2
",15155.7040885,,,,False
6,,18026.668992042152,110.42327381194147,,,0.82411910249234821,0.00271592,967.9773440885815,3.533006332665682,1009.9339690238797,3.6886968018114565,,,,,620.51649413122209,0.149744,607.13015751070031,0.156123,0.0,,0.080522799404922296,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0.3
",17903.7036253,,,,False
7,,32265.929530209123,122.9125761389267,,,1.4670349927252821,0.00300515,965.33385695582888,2.1915844350680711,1018.2603629863171,2.3132395781949162,,,,,619.12860875447984,0.0928248,605.41930856219653,0.0978312,0.0,,0.089332113214431116,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0.4
",32036.8412235,,,,False
8,,36807.723210700802,125.39718260709617,,,1.7228296126882423,0.00316572,954.45786750549291,1.9355026154592634,1000.3973518272852,2.0300326418504118,,,,,619.92816471656829,0.0823307,608.14085805021352,0.0862397,0.0,,0.092773854505064576,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0.5
",36570.2112423,,,,False
9,,41771.809209945961,133.59382732380553,,,1.9023838164898998,0.00327151,967.56405835231817,1.8443928048759699,1014.2338117777786,1.9343274961039425,,,,,622.06923790460166,0.0781021,608.27548177067217,0.0818266,0.0,,0.097190328470916673,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0.6
",41496.1067071,,,,False
10,,41737.755974109263,138.83098335293778,,,1.9277538089822608,0.00345287,960.24277297715378,1.9024942898377777,1007.6951018022197,1.9977994826808572,,,,,621.38954788663102,0.0807376,607.74418462105348,0.0846814,0.0,,0.10186962699687335,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0.7
",41473.4438589,,,,False
11,,27592.174187622437,121.9727119857894,,,1.2451632148613103,0.0029572,965.05957692888694,2.5440893174707888,1026.2145908296081,2.7056642641872166,,,,,622.57338972815819,0.107569,609.20628663216235,0.114343,0.0,,0.088250086421102061,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0.8
",27404.850632,,,,False
12,,22383.759318582928,122.30181350246066,,,1.0248687152682514,0.00301232,961.23610330651752,3.1300127088278531,1015.4706746395759,3.3079521044343712,,,,,622.60165847491839,0.132617,608.37822782396063,0.140043,0.0,,0.089262606449555582,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0.9
",22242.9599841,,,,False
13,,14867.942961435929,115.41410496269938,,,0.69114724674461558,0.00289056,958.00958333417782,4.4290809895098207,1003.5594842589373,4.6416986171901229,,,,,623.19611093405194,0.188077,609.64656679550967,0.196952,0.0,,0.085017808382533214,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"1
",14779.1217292,,,,False
14,,9497.5212765475535,121.60179417766128,,,0.43095938445483489,0.00296529,967.88229084544923,7.3895704409480096,1017.6163082206792,7.7697483533620835,,,,,624.86475691763644,0.312563,610.69517590086184,0.328554,0.0,,0.088263556060348095,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"1.1
",9437.18244128,,,,False
