FileID,Filename,N K,Nerr K,Nth K,Nbec K,OD K,ODerr K,sx K,sxerr K,sy K,syerr K,rx K,rxerr K,ry K,ryerr K,mx K,mxerr K,my K,myerr K,T K,Terr K,sigma K,params K,dynamic {*},dynamic 2,dynamic 3,dynamic 4,user {*},Nsum,user2 {*},Omit,Remark,masked
0,,41636.790817859532,515.11297367190355,,,0.41302069967867078,0.00214552,2224.5102633337187,17.74265551239252,2025.3667960148043,16.006134223937988,,,,,657.73636521832202,0.34824,607.86755176075144,0.320465,0.0,,0.082249297424399348,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,,35306.4675537,,,,False
1,,15.919253249701214,42.715050476494135,,,0.0047372769215483258,0.00655884,495.25083630496971,687.90537322998046,303.25039187356907,555.33064679145809,,,,,540.13554525294649,31.7593,742.54952929456056,23.3027,0.0,,0.073342508921358782,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0
",13.938305791,,,,False
2,,79.133541731201575,515.03441763248679,,,0.0041002085199018838,0.00789696,154.75663682392457,148.86590877771377,5573.6288558982542,34233.510975952151,,,,,625.29436765154321,6.87127,765.80603414704296,1957.78,0.0,,0.072734350145052293,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"0.5
",31.0366793128,,,,False
3,,2426.7221499926281,48026.600547975475,,,0.0041691608296786122,0.00140081,22874.058595999464,452556.76447265624,1137.262830560767,402.17586256027221,,,,,678.29083594847498,1942.26,657.32696394078891,14.0007,0.0,,0.072706942178759587,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"1
",329.315770552,,,,False
4,,10.388380974170156,27.747120838550586,,,0.005580413151316653,0.00857824,165.57376434868428,255.73280694007875,502.48449001941157,776.09971681594845,,,,,567.43827433706474,11.9578,623.71605016303761,36.2895,0.0,,0.074334330270697177,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"1.5
",10.3883709338,,,,False
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2
",1471.29854518,,,,False
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.5
",98.5919172661,,,,False
7,,85039.679370780999,173626.74747675649,,,0.039243884423819243,0.0562066,19130.976254084566,22151.680405883788,5062.2683411595626,4461.0366796874996,,,,,688.62913515731077,85.6453,654.20013408615614,11.0939,0.0,,0.070098091748116098,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"3
",7091.77538815,,,,False
8,,10229.022391402352,654.47842363166626,,,0.086548348845142814,0.0025188,2538.1223642927393,101.11641654968261,2081.1120107907582,84.78169294595719,,,,,675.46870784316832,1.63522,599.40781187872585,1.3135,0.0,,0.074010451769015731,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"3.5
",8255.20241414,,,,False
9,,11630.275680535686,489.51020998174914,,,0.11200780064998925,0.00200736,2280.8711402057979,61.251323726177219,2034.5747884040204,54.939946385622022,,,,,673.14186320426313,1.13497,606.72962651459272,1.02705,0.0,,0.072201715910231237,"Gauss2d, QUIC, t_exp = 0.0ms, OD_max = 0.0",,,,,"4
",9809.86450297,,,,False
